661,661,661,661,675,676,676,678,677,679,677,679,680,679,680,681,680,681,681,682,683,683,684,685,685,687,688,689,690,693,695,696,698,699,701,700,703,703,703,705,707,708,708,711,712,714,715,718,719,721,721
669,669,669,669,682,683,684,684,686,685,685,685,685,686,687,687,687,688,689,689,689,691,691,691,692,692,694,695,696,698,700,701,704,704,707,707,709,710,709,710,712,712,714,715,717,719,720,722,724,725,725
666,666,666,666,678,680,681,681,682,682,682,681,682,683,682,684,684,685,685,686,686,687,688,687,689,689,690,691,693,696,696,699,700,701,703,704,706,706,706,707,708,710,711,712,714,716,717,719,722,722,722
678,678,678,678,692,693,694,694,695,696,695,695,698,695,697,698,697,698,698,699,700,700,701,701,703,704,705,706,708,710,711,713,715,716,717,717,719,719,720,722,722,723,725,727,727,730,731,733,735,737,737
669,669,669,669,683,684,684,686,686,686,686,687,688,686,689,688,688,689,690,690,690,692,692,693,694,696,696,698,700,701,704,705,707,708,710,710,712,712,713,714,716,717,718,720,721,723,725,727,729,730,730
665,665,665,665,678,680,680,681,681,682,682,682,684,682,683,685,683,684,685,686,686,686,688,688,690,690,692,694,694,697,699,700,702,703,705,705,707,707,708,709,711,711,713,715,716,719,719,722,724,725,725
666,666,666,666,680,681,681,682,683,683,683,683,685,683,685,685,685,685,686,687,687,688,689,689,691,691,693,695,695,698,699,701,703,704,706,705,708,708,709,710,711,713,714,716,717,720,721,722,725,726,726
683,683,683,683,697,698,699,699,700,700,700,699,700,701,700,702,702,702,703,704,704,705,706,706,706,708,708,710,711,714,715,716,718,719,721,722,723,724,723,725,725,727,728,730,732,733,735,737,738,740,740
682,682,682,682,695,696,697,697,699,698,699,697,699,699,700,700,701,701,702,703,703,704,705,705,706,706,708,709,711,713,714,717,717,720,721,721,724,724,723,725,726,726,729,730,731,733,735,737,738,740,740
673,673,673,673,686,688,688,689,689,690,690,690,692,690,692,692,692,692,694,693,694,695,697,696,698,699,700,702,703,705,707,709,710,712,713,713,713,715,715,716,718,719,720,721,723,725,727,728,730,731,731
664,664,664,664,678,679,679,680,681,681,681,681,683,681,683,684,682,684,684,685,685,686,687,688,689,690,691,693,694,697,698,699,702,703,705,704,707,706,708,709,710,712,713,714,715,719,719,721,723,723,723
31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
